question_id,broad_category_id,broad_category,narrower_category_id,narrower_category,model_a,model_b,winner
3e7e813b91504a61b0d75d1038f4f4cb,1,Diverse Subjects,1,Professional Communication and Career Development,eureka-chatbot,phi-3-mini-4k-instruct-june-2024,model_a
aafb26e7decd4f308ae4d890aa0494a9,5,Naming Ideas,7,Songwriting and Lyrics Creation,deepseek-v2-api-0628,llama-3.1-405b-instruct,tie
c701189cca7949469cb7c2fe7c83717b,1,Diverse Subjects,3,Medical Conditions and Treatments,gemini-1.5-pro-exp-0801,gpt-3.5-turbo-0125,tie (bothbad)
0f00a9be02d74acc8126137df434b48c,2,Puzzles & Analysis,49,Chess Strategy and Analysis,nemotron-4-340b-instruct,gpt-4o-2024-05-13,model_b
ce2c3f1a055f43b08a949eb1bf4a6956,3,Creative Writing,23,Creative Poetry Writing,claude-3-5-sonnet-20240620,dbrx-next,tie
603599bea50e4d719021fb6d5925d9b6,1,Diverse Subjects,88,Personal Finance Strategies,claude-3-5-sonnet-20240620,llama-3.1-8b-instruct,model_a
b598fca5bb054c93a05ecfbc6481b8cc,2,Puzzles & Analysis,71,Decision-Making Puzzles,gemma-2-2b-it,gpt-4o-2024-08-06,tie (bothbad)
824947b07cae4253bda257f5e5eb53e6,3,Creative Writing,32,Genshin Impact Fanfiction,claude-3-5-sonnet-20240620,command-r,tie (bothbad)
9c5e38f791944faab33d80909e5edb98,0,Tech Programming,45,GitLab CI/CD and Automation,command-r-plus,llama-3.1-8b-instruct,tie
97a3dcb5a9b945ab8dbc7193bb8ee167,2,Puzzles & Analysis,0,Mathematics Problem Solving,gpt-4-0125-preview,gpt-4-turbo-2024-04-09,tie
9b8547992c5c4001bce83d74143bd8ec,5,Naming Ideas,94,Music Theory and Harmony,gemma-2-27b-it,gpt-4-0125-preview,model_b
594fd46215d544fc828acbeb7c0c897c,-1,Miscellaneous,53,Network Configuration and Troubleshooting,deepseek-coder-v2,gemma-2-9b-it,tie (bothbad)
875ed2d3b1bb4128a33a16c3909dfda1,1,Diverse Subjects,1,Professional Communication and Career Development,gemini-1.5-pro-api-0514,eureka-chatbot,tie (bothbad)
3f5267d04da2420193adbc3ab923e945,6,Language Translation,36,English Language Exercises,glm-4-0520,gpt-4-0613,tie
5abf43fa28f745f0bb156e6e51455935,0,Tech Programming,17,Video Game Concepts and Critiques,claude-3-haiku-20240307,reka-core-20240501,model_b
8a56a68a220545ad828987619e814776,0,Tech Programming,27,C/C++ Programming Concepts,gemini-1.5-pro-exp-0801,claude-3-5-sonnet-20240620,tie (bothbad)
db04c058c6d846328e43998b1f66a195,-1,Miscellaneous,73,Word Count Estimation,gemini-1.5-flash-api-0514,gemma-2-9b-it,model_a
bc4e8ca99ebf47128f6a8164c38fcdc1,-1,Miscellaneous,124,Agricultural Practices and Plant Care,gpt-4-1106-preview,reka-flash-20240722,tie (bothbad)
f3f8ac5fc9b8412f8dc98c37eee82f93,1,Diverse Subjects,48,Economics and Market Structures,nemotron-4-340b-instruct,llama-3-70b-instruct,model_a
e72da5429d354dd2b6c279dca15fb375,0,Tech Programming,109,Regex and Text Processing,gemma-2-27b-it,gpt-3.5-turbo-0125,model_b
0a28b26a8a0b4c7b9b9bcaa8439393b1,1,Diverse Subjects,1,Professional Communication and Career Development,gemma-2-9b-it,claude-3-5-sonnet-20240620,model_b
71de6845dfa14187af5c922c3ce93030,0,Tech Programming,120,Programming and Code Debugging,reka-flash-preview-20240611,gemma-2-27b-it,model_a
3d082e1819c0485996f3edc060938b23,4,AI Systems,26,AI Consciousness and Ethics,mistral-large-2402,gemini-1.5-pro-exp-0801,model_b
c62121b4864a4c14ab95ff1ea1223ee6,0,Tech Programming,27,C/C++ Programming Concepts,nemotron-4-340b-instruct,claude-3-haiku-20240307,model_a
a3888ece323f4332938a0e019096109c,1,Diverse Subjects,10,US Presidential Elections,qwen2-72b-instruct,deepseek-v2-api-0628,model_a
bb4e183a88f74250a430c56743d3446b,7,Information Queries,55,Excel Formula Assistance,gemini-1.5-pro-api-0514,gemini-1.5-flash-api-0514,tie (bothbad)
a6cf2f0eb1964112855ddae68f05c485,1,Diverse Subjects,9,Copywriting for Educational and Service Promotions,gemma-2-2b-it,claude-3-5-sonnet-20240620,model_a
d837f6f2ade742c5826e972c1a399870,0,Tech Programming,126,Game Modding and Scripting,llama-3-70b-instruct,claude-3-5-sonnet-20240620,model_a
100ec9808f3b4185ac82a25fb190f8b2,0,Tech Programming,13,SQL Query Troubleshooting,claude-3-5-sonnet-20240620,gpt-4-turbo-2024-04-09,tie (bothbad)
5048449262a348d9b861567a5b4e9df9,0,Tech Programming,44,Python Package Management,gemini-1.5-pro-exp-0801,claude-3-5-sonnet-20240620,model_a
1e2f9175dd0d4cebb0990d13ee94d584,2,Puzzles & Analysis,62,Simple Arithmetic Word Problems,mixtral-8x22b-instruct-v0.1,mixtral-8x7b-instruct-v0.1,tie
a09fd264d4ee4527b974bfe005fe319b,1,Diverse Subjects,33,Modern Dating and Relationships,claude-3-opus-20240229,claude-3-5-sonnet-20240620,model_b
1b9698bba5634eccbbb1fd1486f59321,1,Diverse Subjects,6,Casual Conversations,command-r-plus,nemotron-4-340b-instruct,model_a
1a8d134276d149108f70a852d8e4bf51,-1,Miscellaneous,8,Joke Requests,gemini-1.5-pro-api-0514,yi-large-preview,tie
a12c719abdbc4fac80e5c9a4a84f59e8,4,AI Systems,29,AI Prompt Engineering and Task Management,gemma-2-27b-it,nemotron-4-340b-instruct,model_b
c5d123a6b4e84e0c88a3f606f10aa101,-1,Miscellaneous,31,Sentence Construction Challenges,gemini-1.5-pro-exp-0801,gpt-4o-2024-08-06,model_b
4504d9955ab84ccfb15ca6c4bb2fc055,3,Creative Writing,15,Creative Cooking Recipes,phi-3-medium-4k-instruct,command-r-plus,model_a
bdda395cb9b44c57835e4a0eca312394,1,Diverse Subjects,47,Scientific and Academic Writing Assistance,eureka-chatbot,phi-3-mini-4k-instruct-june-2024,model_a
49cdfd0513854c51a655bd28783e5cb6,0,Tech Programming,4,Web Development Challenges and Solutions,claude-3-haiku-20240307,claude-3-opus-20240229,tie (bothbad)
99fadb976edf4f59b0299e4438011ec8,1,Diverse Subjects,90,International Relations and Policies,claude-3-5-sonnet-20240620,chatgpt-4o-latest,model_b
4315eb752e76472ba76ecebaacf07a7f,1,Diverse Subjects,66,Historical and Cultural Stereotypes,deepseek-coder-v2,phi-3-medium-4k-instruct,model_b
b04e83f157d34b65b55ec3a1fd8e9b7d,1,Diverse Subjects,47,Scientific and Academic Writing Assistance,gemma-2-9b-it,deepseek-v2-api-0628,model_a
24bcadaedf4541e6984b305fca8ca53b,2,Puzzles & Analysis,0,Mathematics Problem Solving,gpt-4o-2024-05-13,claude-3-5-sonnet-20240620,tie
a1a629bd88614b2d80984dc5e3f81036,3,Creative Writing,111,Objective Narrative Writing Prompts,phi-3-mini-4k-instruct-june-2024,command-r,model_b
3112a9c800bc4d5094dc501392a4e788,3,Creative Writing,108,Short Story Writing,reka-flash-preview-20240611,gemma-2-9b-it,model_b
79174afb565149008d8c01351249dd89,-1,Miscellaneous,31,Sentence Construction Challenges,gpt-4-turbo-2024-04-09,gemini-1.5-pro-api-0514,model_a
d37ff4260f13449b985bfe407d8f167a,6,Language Translation,98,Polish Language and Culture,gemini-1.5-flash-api-0514,gemma-2-27b-it,model_a
7459be5b272a4b8991d2b4747be16d6e,1,Diverse Subjects,131,Mental Health and Disorders,eureka-chatbot,reka-core-20240501,tie
03be0102a99d435197a21dd6109ddb1b,0,Tech Programming,13,SQL Query Troubleshooting,qwen2-72b-instruct,gemma-2-27b-it,model_b
460c79b434e5494eb794d01cb8a7c99f,2,Puzzles & Analysis,102,Liquid Measurement Puzzles,gpt-4-1106-preview,llama-3-70b-instruct,tie (bothbad)
d78e172c1b3b49afa7d211023da59780,1,Diverse Subjects,63,Fitness and Workout Guidance,reka-core-20240501,gpt-4-0125-preview,tie (bothbad)
defe1c5f6af94739996c877b13a5b168,1,Diverse Subjects,9,Copywriting for Educational and Service Promotions,command-r-plus,yi-1.5-34b-chat,model_a
1c7dd2f253004ec0bdadcd54165a7967,0,Tech Programming,61,Competitive Programming Code Optimization,claude-3-haiku-20240307,llama-3-8b-instruct,model_b
37a3ac29a9d74d17921b73ada802bc40,1,Diverse Subjects,95,Audit and Financial Reporting Procedures,gpt-4o-2024-05-13,gpt-4-turbo-2024-04-09,model_a
8ba4fd823547432fb9f3a8b2eea7b94e,1,Diverse Subjects,87,Israel-Palestine Conflict,gemini-1.5-flash-api-0514,gpt-4o-2024-08-06,model_b
168fdc6a4c1840f499f4e9098bead936,4,AI Systems,38,ASCII Art Requests,gpt-4o-mini-2024-07-18,gpt-4o-2024-05-13,model_b
ef8bb8b0b64d47b189788b738e743339,4,AI Systems,29,AI Prompt Engineering and Task Management,gpt-4o-2024-05-13,claude-3-5-sonnet-20240620,tie (bothbad)
fd3583454eff4cce81b1dbe6cc91b9e3,0,Tech Programming,79,Rust Programming Challenges,claude-3-opus-20240229,reka-flash-20240722,model_a
240ab0148edf466aac68626350ab5e94,5,Naming Ideas,7,Songwriting and Lyrics Creation,llama-3-8b-instruct,mistral-large-2407,model_b
b73431fc66b54530a7515b87a0f0e17b,2,Puzzles & Analysis,19,River Crossing Puzzles,gpt-4o-2024-08-06,gemma-2-9b-it,model_b
73b01a6619154853a7d767b8f12be205,2,Puzzles & Analysis,49,Chess Strategy and Analysis,deepseek-v2-api-0628,phi-3-mini-4k-instruct-june-2024,model_a
a05eac52920d45779ab10a33e3db8ba1,0,Tech Programming,24,Python Game Development,llama-3.1-405b-instruct,gpt-4o-2024-08-06,model_b
19c9a52fc9af463a80eb64cfa4a5e62e,-1,Miscellaneous,31,Sentence Construction Challenges,claude-3-5-sonnet-20240620,deepseek-coder-v2-0724,model_a
5cf38649c7e64d2c8e5167bf433efc1d,2,Puzzles & Analysis,0,Mathematics Problem Solving,claude-3-5-sonnet-20240620,gpt-4o-2024-05-13,tie
0218a1f1ef5544b9aa32e812ff4a189b,0,Tech Programming,67,R Programming Tasks,yi-large,claude-3-haiku-20240307,model_b
61b0c210a6bc431ab82be86cb0ac34cc,3,Creative Writing,32,Genshin Impact Fanfiction,llama-3.1-405b-instruct,gemma-2-9b-it,model_a
1eb8900e0edb437b8d0f9776a7ad15b3,5,Naming Ideas,7,Songwriting and Lyrics Creation,athene-70b-0725,gemini-1.5-flash-api-0514,model_b
d04ae91aa9c44785b73868825d0ae25c,8,Philosophical Ethics,18,Philosophical Inquiry and Ethics,command-r-plus,llama-3-70b-instruct,model_b
759eb44f02cb4ac5bd93e124a4b7be7a,1,Diverse Subjects,1,Professional Communication and Career Development,gemma-2-27b-it,qwen2-72b-instruct,model_b
1f2d1a014bf44bd8b48661404dec7330,4,AI Systems,2,Deep Learning and Neural Networks,deepseek-v2-api-0628,claude-3-5-sonnet-20240620,model_b
4322ea65456b46c9a1d599e92f819ec5,2,Puzzles & Analysis,0,Mathematics Problem Solving,athene-70b-0725,yi-large,model_a
668fd1258520455ca3c7dc93cb040ed3,6,Language Translation,25,Linguistic Analysis and Word Usage,llama-3-8b-instruct,llama-3.1-405b-instruct,tie (bothbad)
eae6a57ffc8f415c80193aefb50d54c5,8,Philosophical Ethics,43,Ethical Dilemmas,gpt-3.5-turbo-0125,eureka-chatbot,model_a
173d274882f7425aa059651c60f046c4,3,Creative Writing,56,Anime Comedy and Ecchi Dialogues,mixtral-8x22b-instruct-v0.1,llama-3.1-70b-instruct,model_a
c6c3900a82dc4aba9e52ca395612cc8f,-1,Miscellaneous,5,Letter Counting in Words,chatgpt-4o-latest,gemini-1.5-pro-api-0514,tie
85c63cf31775408aa709c86ebfabdf2e,3,Creative Writing,23,Creative Poetry Writing,deepseek-coder-v2-0724,llama-3-8b-instruct,tie (bothbad)
1e30e014f0104ca597c21d00bb999912,3,Creative Writing,23,Creative Poetry Writing,gemini-1.5-pro-api-0514,gpt-4o-2024-08-06,tie
60cbf7a1edd44235ba86ec9f03a22411,2,Puzzles & Analysis,0,Mathematics Problem Solving,gemma-2-2b-it,phi-3-medium-4k-instruct,tie (bothbad)
ef119b85e6d4415fb5b218551fa2e2b6,5,Naming Ideas,127,Name Generation,phi-3-medium-4k-instruct,gemma-2-9b-it,model_b
920570bcb16e4a3d8c4cd045a66f5567,3,Creative Writing,108,Short Story Writing,gpt-4o-mini-2024-07-18,gpt-4-0613,model_a
e82272c3b74248b9b602859b94da5859,1,Diverse Subjects,114,Fundraising and Marketing Strategies,deepseek-v2-api-0628,gemma-2-9b-it,tie
2782be2813004e46a368f3739246c2ad,8,Philosophical Ethics,18,Philosophical Inquiry and Ethics,claude-3-opus-20240229,reka-flash-preview-20240611,model_b
9865a40245df431081d553e6a4726a85,1,Diverse Subjects,95,Audit and Financial Reporting Procedures,athene-70b-0725,reka-core-20240722,tie
b95db29334e2449f9c523db3adc36bc3,0,Tech Programming,132,True or False Questions,gemini-1.5-flash-api-0514,reka-flash-20240722,model_b
16b1295c1f0c477ca36b32edfbc7da38,0,Tech Programming,92,Geometric Algorithms in JavaScript,yi-1.5-34b-chat,gemini-1.5-pro-api-0514,tie (bothbad)
4b8a115a692745dfbf64fca56564b9e9,2,Puzzles & Analysis,0,Mathematics Problem Solving,deepseek-coder-v2-0724,chatgpt-4o-latest,tie (bothbad)
2f236e5f6ee641a8a47ed54af87f5a07,0,Tech Programming,24,Python Game Development,claude-3-5-sonnet-20240620,reka-core-20240501,tie (bothbad)
b6dd1e07e58441c68b22fbf7fce7b681,2,Puzzles & Analysis,0,Mathematics Problem Solving,gemini-1.5-pro-exp-0801,deepseek-coder-v2-0724,tie
3634d5d7a230473dbb1b5cf7e1b852c4,5,Naming Ideas,127,Name Generation,chatgpt-4o-latest,gemini-1.5-pro-exp-0801,model_a
4f1554590dc0421188cc94f0433b2edc,0,Tech Programming,105,Shader Programming and Graphics,llama-3.1-405b-instruct,gpt-4o-mini-2024-07-18,tie (bothbad)
df965b3b12944a29ba0af10b5d45aaa8,1,Diverse Subjects,1,Professional Communication and Career Development,reka-core-20240722,qwen2-72b-instruct,model_b
00647e8d343244fbb2a21809e8160799,1,Diverse Subjects,91,Space Exploration and Astronomy,gemma-2-27b-it,gpt-4-0125-preview,model_a
760976b45bcc4b8a892a805c97501cfa,1,Diverse Subjects,1,Professional Communication and Career Development,gpt-4-0125-preview,gemini-1.5-pro-exp-0801,model_b
3b8112cb85454e4f8b392a939fcf316f,0,Tech Programming,40,Bash Scripting in Linux,gemma-2-2b-it,llama-3.1-8b-instruct,tie (bothbad)
482639590d7249baaa1dca4d45fa808a,2,Puzzles & Analysis,0,Mathematics Problem Solving,gemma-2-2b-it,gpt-4o-mini-2024-07-18,model_a
27541750f5ae46f4bcbce8020e0006f5,2,Puzzles & Analysis,0,Mathematics Problem Solving,phi-3-small-8k-instruct,reka-flash-preview-20240611,tie (bothbad)
26a8083836cd41ceb2ba6d524a8236de,0,Tech Programming,4,Web Development Challenges and Solutions,gemma-2-9b-it,command-r,tie (bothbad)
46a0647dbd824c70a9eb99fb950541ae,-1,Miscellaneous,5,Letter Counting in Words,reka-core-20240722,llama-3.1-405b-instruct,model_b
79a5457eec754de38b9dae4d46dd293e,-1,Miscellaneous,5,Letter Counting in Words,reka-flash-preview-20240611,gemini-1.5-pro-api-0514,model_b
13c5b5a169cd4ebc98e98cc341fb7c4e,0,Tech Programming,13,SQL Query Troubleshooting,yi-large,claude-3-opus-20240229,tie (bothbad)
d39ad50105ec4ef59ff57a4b440810b0,0,Tech Programming,24,Python Game Development,nemotron-4-340b-instruct,gemma-2-27b-it,tie (bothbad)
fdc7ac963aee4506ae41a461baa19b06,1,Diverse Subjects,1,Professional Communication and Career Development,yi-large,gpt-4-1106-preview,model_a
8c730975b93c46598f2484ee998d281e,2,Puzzles & Analysis,11,Stock Investment Analysis,gpt-4o-2024-08-06,llama-3.1-70b-instruct,model_b
69fbebb1c1884ad88d1d7f12f1106688,0,Tech Programming,79,Rust Programming Challenges,gemini-1.5-pro-api-0514,deepseek-coder-v2,tie
96ee1d7e92894de78cf0fcef3e8d4cbe,5,Naming Ideas,7,Songwriting and Lyrics Creation,yi-large-preview,gemma-2-9b-it,model_b
03064c60d2ef4bb4b9101d4e7abf433b,2,Puzzles & Analysis,11,Stock Investment Analysis,gemini-1.5-pro-api-0514,chatgpt-4o-latest,model_b
3999675456df4e818ffec2fe6f2db2db,2,Puzzles & Analysis,71,Decision-Making Puzzles,dbrx-next,dbrx-instruct-preview,model_a
016e289fc58742ffa4869663307435d6,1,Diverse Subjects,91,Space Exploration and Astronomy,claude-3-haiku-20240307,gemini-1.5-pro-exp-0801,model_b
47ff71a1861649749bab8defce00baac,0,Tech Programming,20,Computer Hardware and Performance,reka-flash-preview-20240611,llama-3-8b-instruct,tie
22267fb6710541beb5847c639cd660d8,7,Information Queries,96,Weather and Climate Queries,gemma-2-27b-it,llama-3-70b-instruct,model_a
beff4d511402404893fae54710fab0ee,6,Language Translation,68,Language Translation and Usage,gemini-1.5-pro-api-0514,phi-3-medium-4k-instruct,model_a
a907f044a1df42edbf71fa0048507c1c,1,Diverse Subjects,1,Professional Communication and Career Development,gemma-2-9b-it,nemotron-4-340b-instruct,model_b
ed1ed6c4f7614fbaa0db51dc0c12e394,5,Naming Ideas,106,RPG Class and Equipment Naming,gemma-2-2b-it,gemini-1.5-flash-api-0514,tie
1c1e79ed34044339b2d994c9d8fc181c,1,Diverse Subjects,66,Historical and Cultural Stereotypes,claude-3-5-sonnet-20240620,gpt-4o-mini-2024-07-18,tie
acf746d195ba4cd5b68503079739ffe8,7,Information Queries,55,Excel Formula Assistance,eureka-chatbot,phi-3-mini-4k-instruct-june-2024,model_a
6a7e5429971d49efa88a402235b094ac,2,Puzzles & Analysis,46,Object Movement and Positioning,mistral-large-2407,reka-core-20240722,tie (bothbad)
6a62b011c1574918b4d2c87055316317,1,Diverse Subjects,88,Personal Finance Strategies,claude-3-5-sonnet-20240620,llama-3-70b-instruct,model_b
2db5e95351214c538247a5f03f7d262c,4,AI Systems,38,ASCII Art Requests,gpt-4-0125-preview,yi-large,model_a
53bef04ace244ceeb4fd2307a0047548,0,Tech Programming,104,Game Development Scripting,athene-70b-0725,claude-3-5-sonnet-20240620,model_a
d4e58bc817134b8f88ee24f6c108da4c,2,Puzzles & Analysis,0,Mathematics Problem Solving,llama-3.1-70b-instruct,reka-core-20240722,model_a
6578ccc5700847a1be5d3a8274d1ee1d,1,Diverse Subjects,6,Casual Conversations,gpt-4-0613,gpt-4o-2024-05-13,model_b
da0a95a464bf488e96787b753d992b44,1,Diverse Subjects,50,International Sports Analysis,phi-3-mini-4k-instruct-june-2024,yi-large-preview,tie
5c83e68536994ad3a0907f4597090085,0,Tech Programming,13,SQL Query Troubleshooting,gpt-4-1106-preview,chatgpt-4o-latest,tie
2bd3da0fe914440d96309f03f07934b7,0,Tech Programming,70,Backend Development Guide,deepseek-coder-v2,gemini-1.5-pro-api-0514,model_b
b39aa20b668f4fe79a78d61b6c2d9671,4,AI Systems,41,Unrestricted AI Responses,llama-3.1-70b-instruct,qwen2-72b-instruct,model_b
ecb4254f77ce46629c56990ef1ddf0b7,3,Creative Writing,81,Thriller and Horror Story Ideas,gpt-4o-2024-05-13,athene-70b-0725,tie (bothbad)
c84fc06d9448406b9cc4c391b80e21ac,4,AI Systems,38,ASCII Art Requests,nemotron-4-340b-instruct,claude-3-5-sonnet-20240620,tie (bothbad)
8623bfd08e07426cbe7f314d10f64491,1,Diverse Subjects,131,Mental Health and Disorders,gpt-4-0125-preview,mistral-large-2407,tie (bothbad)
62833f7e034b4b8d96da5c9532e952ee,0,Tech Programming,39,Java Programming Techniques,llama-3-70b-instruct,llama-3-8b-instruct,model_a
b129bcd367464daeadfb8480b43e6985,2,Puzzles & Analysis,0,Mathematics Problem Solving,yi-large,gpt-3.5-turbo-0125,tie (bothbad)
0268e6557ed24722aa5c040c6faf4f9c,7,Information Queries,80,Date and Day Queries,eureka-chatbot,gemini-1.5-flash-api-0514,model_a
072573c1faf44fb5a675bf3dc34be417,0,Tech Programming,4,Web Development Challenges and Solutions,gpt-4o-2024-08-06,llama-3.1-8b-instruct,model_b
0592f6d1f06346ac89e87653697e97ef,0,Tech Programming,40,Bash Scripting in Linux,gpt-4-turbo-2024-04-09,gpt-4-0125-preview,model_a
9c242bd0f50d4a71adfe0ad5edd9a1bc,1,Diverse Subjects,125,Cultural and Ideological Conflicts,llama-3-8b-instruct,gpt-4o-2024-05-13,model_b
fd48dcd3c9c94187aadecd0529839b86,1,Diverse Subjects,6,Casual Conversations,claude-3-opus-20240229,gemma-2-27b-it,model_a
a0f1eae6b99a4882a1688eb3525cc55b,0,Tech Programming,4,Web Development Challenges and Solutions,gemini-1.5-flash-api-0514,llama-3-70b-instruct,tie (bothbad)
d09eeb68da444e0386decf5e7652fb83,0,Tech Programming,42,Electrical Engineering Queries,gemini-1.5-flash-api-0514,phi-3-medium-4k-instruct,model_a
a0ccd2b0473f4e93ab6dfae0c86a288e,1,Diverse Subjects,10,US Presidential Elections,gpt-4o-mini-2024-07-18,gemma-2-2b-it,model_b
c565d81665ae47418588579c6912215b,1,Diverse Subjects,1,Professional Communication and Career Development,mixtral-8x7b-instruct-v0.1,gpt-4o-2024-05-13,model_a
3dbd82a9bfb64716a636d3eb282055ed,1,Diverse Subjects,1,Professional Communication and Career Development,llama-3.1-405b-instruct,reka-flash-20240722,model_a
f786719d378b487e9f4d084fd65daf26,0,Tech Programming,13,SQL Query Troubleshooting,gemini-1.5-pro-api-0514,gemini-1.5-pro-exp-0801,model_b
006652b782004400a5fe119441c2b82c,5,Naming Ideas,78,Business Naming Ideas,nemotron-4-340b-instruct,gpt-4o-2024-05-13,model_b
253b2c2e3e034e0b9c20dcb49d8a3cf0,0,Tech Programming,39,Java Programming Techniques,llama-3-8b-instruct,command-r-plus,tie (bothbad)
b3c08d21b5f04438a8921e49d5336c97,-1,Miscellaneous,5,Letter Counting in Words,reka-flash-20240722,llama-3.1-405b-instruct,tie (bothbad)
18f2c897b9e845c18857cc069fa54515,1,Diverse Subjects,90,International Relations and Policies,gpt-4-turbo-2024-04-09,yi-1.5-34b-chat,tie
f2d59bda99c24e3b817c37df43fec631,1,Diverse Subjects,1,Professional Communication and Career Development,phi-3-medium-4k-instruct,gemini-1.5-pro-exp-0801,model_b
859439d8687b4634878a6c6965044b1b,2,Puzzles & Analysis,0,Mathematics Problem Solving,gpt-4o-2024-05-13,claude-3-5-sonnet-20240620,model_a
de7649c30bdb4dbf9ffd81fa8337c9a5,1,Diverse Subjects,3,Medical Conditions and Treatments,gpt-4-1106-preview,claude-3-5-sonnet-20240620,model_b
92a63c6fd97c45d28a3047ddab5db54f,1,Diverse Subjects,1,Professional Communication and Career Development,gemma-2-9b-it,llama-3.1-70b-instruct,model_a
bb443e807e5040eab7896171a51fc5bb,4,AI Systems,29,AI Prompt Engineering and Task Management,gpt-4o-2024-05-13,gpt-4-0125-preview,model_a
6086c81880484a3eaeac302c5d82695b,2,Puzzles & Analysis,21,Family Relationship Puzzles,nemotron-4-340b-instruct,gemini-1.5-flash-api-0514,model_b
08ff77a30d8148c9a42acf0984c3e0ab,0,Tech Programming,105,Shader Programming and Graphics,gemini-1.5-flash-api-0514,claude-3-5-sonnet-20240620,tie
20da02448a5a4fc089ef229aa723c226,-1,Miscellaneous,31,Sentence Construction Challenges,claude-3-sonnet-20240229,claude-3-5-sonnet-20240620,tie
b2682db778a8436a8cf37b84c7723fee,1,Diverse Subjects,114,Fundraising and Marketing Strategies,llama-3-8b-instruct,llama-3.1-405b-instruct,tie (bothbad)
28d86aaf18da4bc2b7ac2be277cb5e9f,1,Diverse Subjects,77,Education and Academic Planning,gpt-4o-2024-05-13,yi-large,model_b
d925ebd0fc1b4992aa603f6925da90fe,1,Diverse Subjects,48,Economics and Market Structures,gemini-1.5-flash-api-0514,command-r-plus,model_b
b344d574428c4bf1a03f8ae0fdf2c2ea,4,AI Systems,2,Deep Learning and Neural Networks,llama-3-8b-instruct,gemini-1.5-pro-api-0514,model_b
6b2022eafa0648f498730fd514b796e5,0,Tech Programming,4,Web Development Challenges and Solutions,gpt-4-0125-preview,llama-3-8b-instruct,model_a
f31ad4c2879f4a45b35e35d99cbd2cc8,6,Language Translation,113,Translation and Language Exchange,command-r,gemma-2-27b-it,model_b
144c9c5d26614b6dbb05f2bf07ac4248,4,AI Systems,38,ASCII Art Requests,claude-3-haiku-20240307,gemini-1.5-pro-api-0514,tie (bothbad)
6f95990e589d4beaab5c53f3e4fc4880,5,Naming Ideas,106,RPG Class and Equipment Naming,claude-3-5-sonnet-20240620,gpt-4o-2024-05-13,tie
d2e4dd48662c4431a1f5f8e62a2bdb1b,0,Tech Programming,40,Bash Scripting in Linux,gemma-2-27b-it,gemma-2-9b-it,model_b
5ea73d0c02a94378964e781a8c3cc469,0,Tech Programming,45,GitLab CI/CD and Automation,athene-70b-0725,claude-3-5-sonnet-20240620,tie (bothbad)
90c1c87d5fa24f2d9706c76b3bf52305,2,Puzzles & Analysis,75,Weight Comparison Riddles,gpt-4o-2024-05-13,llama-3.1-70b-instruct,model_b
5b98cdf719f543e3bcd963341032df5d,5,Naming Ideas,106,RPG Class and Equipment Naming,yi-large-preview,qwen2-72b-instruct,model_b
10e0b496749a4802ab392500873a3992,2,Puzzles & Analysis,75,Weight Comparison Riddles,yi-1.5-34b-chat,gemini-1.5-pro-api-0514,model_b
bfa03460085b428ab9a35cc3aabb110b,0,Tech Programming,20,Computer Hardware and Performance,gpt-4-0125-preview,gpt-4o-2024-05-13,tie (bothbad)
bae7350e64634873ae28673ae33ab45f,6,Language Translation,113,Translation and Language Exchange,llama-3.1-70b-instruct,mistral-large-2407,tie
348d43d5a0154a418e502796aa3e004a,8,Philosophical Ethics,82,Biblical Interpretation and Analysis,llama-3.1-70b-instruct,deepseek-coder-v2-0724,tie
7d77357c5e914762879dd7d22aa54c4b,1,Diverse Subjects,91,Space Exploration and Astronomy,dbrx-next,gemma-1.1-7b-it,tie
50121e549dca4873bea0044036594e49,2,Puzzles & Analysis,0,Mathematics Problem Solving,reka-flash-20240722,claude-3-5-sonnet-20240620,model_b
67abf2f690aa42d39bf3ac697bb0219d,4,AI Systems,2,Deep Learning and Neural Networks,yi-large,command-r-plus,tie (bothbad)
b8c1db0b233c44c3ac598b1b99a8d3bb,1,Diverse Subjects,9,Copywriting for Educational and Service Promotions,deepseek-v2-api-0628,claude-3-5-sonnet-20240620,model_b
27ab995ee8a44f29bb646e5e8579986f,7,Information Queries,119,Movie Inquiries and Recommendations,deepseek-coder-v2,nemotron-4-340b-instruct,model_b
fbc2192b7e0e49dc9b009773dc29ac53,2,Puzzles & Analysis,0,Mathematics Problem Solving,phi-3-mini-4k-instruct-june-2024,yi-large-preview,tie (bothbad)
2eb34e0fc09146bdaad812f6ffc49ac5,1,Diverse Subjects,66,Historical and Cultural Stereotypes,deepseek-coder-v2,phi-3-mini-4k-instruct-june-2024,model_b
302b5ebbfd6041c1a0b3c7dc5542f9de,-1,Miscellaneous,8,Joke Requests,llama-3.1-8b-instruct,reka-flash-20240722,model_a
f00d4027cceb440987e7811bdde2d199,1,Diverse Subjects,63,Fitness and Workout Guidance,gemini-1.5-flash-api-0514,gemini-1.5-pro-api-0514,model_b
5f9e5bebae944175980f0e103b1aedc7,2,Puzzles & Analysis,121,Logical Reasoning Puzzles,gpt-4-1106-preview,gpt-4o-mini-2024-07-18,tie (bothbad)
ff905edab661486b9d5a15c40906f5ed,1,Diverse Subjects,3,Medical Conditions and Treatments,chatgpt-4o-latest,gemini-1.5-pro-exp-0801,tie
